,Unnamed: 0,avalanche_obs,comment,documents,group_activity,id,location,location_coords,location_coords_type,location_desc,location_elevation,location_province,num_fatal,num_injured,num_involved,ob_date,snowpack_comment,snowpack_obs,weather_comment,weather_obs,alt_coord
347,347,"[{'observation_date': '1976-12-12', 'size': '', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'NW', 'elevation': 2400, 'slab_width': 10, 'slab_thickness': None}]","Three climbers intended to climb the NW ridge of Chancellor Peak and return the next day.  Tracks indicated that they climbed to 2500m, then descended into a west face slope where they did some practice climbing.  When the returned to the ridge they were caught in an avalanche at 2400m, carried over steep rocky terrain and buried at 1850m","[{'title': 'Three mountain climbers killed (p. 39)', 'source': 'Stethem and Schaerer (1978); Avalanche Accidents in Canada II - A selection of Case Histories of Accidents 1943-1978', 'url': '/public/legacy_doc/b10ee263-478a-4bc3-b8ba-3efcc680c663/'}]",Mountaineering,4e7d749e-de88-40c1-b282-e91faf477be7,Chancellor Peak,"[533757.0, 5674031.0]",UTM 11 NAD27 (assumed),,,BC,3,,,1976-12-12,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-116.510278, 51.224167]"
348,348,"[{'observation_date': '1976-03-23', 'size': '', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'S', 'elevation': 2550, 'slab_width': 1000, 'slab_thickness': 60}]","Two parties of nine, each with a guide were skiing in Paradise Basin shortly after lunch on March 23, each skier carrying an avalanche transceiver.  The groups had been flown to the summit of helicopter and the intended route from th elanding area lay over the south ridge.  Guide 1 took his party down a wind ridge to the east of the main slope, and after skiing most of the way they rested on a knoll near the bottom.  Guide 2 skied down 15-20m west of group 1, stopped and instructed his skiers to come down inside his track, two at a time.  After the first pair had made a few turns and the second was starting the whole basin fractured.  Guide 2 gave a warning over the radio to Guide 1 who saw the avalanche coming with two skiers being flipped through the steep rocky area in mid slope.  When the avalanche stopped Guide one instructed his party, who were untouched, to wait on the knoll while he climbed to two skiers he could see partly buried in the deposit.  A head count revealed a missing skier.","[{'title': 'One skier killed, two skiers injured (p. 112)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/41d6909d-f007-4fef-898c-d7761cb2c510/'}]",Backcountry Skiing,e3f749e1-bb78-475f-b5c7-e987c8283762,Paradise Basin,"[547330.0, 5588878.0]",UTM 11 NAD27 (assumed),near Invermere,,BC,1,2.0,,1976-03-23,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
349,349,"[{'observation_date': '1976-01-16 12:00', 'size': '', 'type': 'Slab', 'trigger': 'Na', 'aspect': 'S', 'elevation': 1825, 'slab_width': None, 'slab_thickness': None}]","Shortly before noon on January 16 five people were travelling  west in a convertible on Hwy 3.  2km west of the summit of Kootenay pass, an avalanche and swept a moving vehicle from the road and carried it down a steep, long embankment.  It came to rest against the first trees in the runout zone, but all five were thrown from the car.","[{'title': 'Three occupants of a vehicle killed, two rescued unharmed (p. 107)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/fccc7567-4839-45ef-bdeb-eed8adff0462/'}]",Car/Truck on Road,90a4474d-c4c2-4d57-b204-9d1dc8f3f790,Kootenay Pass,"[495130.0, 5434869.0]",UTM 11 NAD27 (assumed),West side,,BC,3,,2.0,1976-01-16,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-114.5713889, 49.3980555]"
350,350,"[{'observation_date': '1976-01-14', 'size': '', 'type': '', 'trigger': 'U', 'aspect': 'S', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]","Late in the afternoon two young were tobogganing on a steep snow covered hill near one of their homes in Cap Sante.  It is believed that during a descent they were engulfed by moving snow and subsequently buried under several feet of it.  The actual time of the occurance is unknown as the accident was unobserved. Deux adeptes du toboggan sont enfouis sous 1,5 m de neige","[{'title': 'One toboganner killed, one rescued unharmed (p. 105)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/2617c07d-ad8e-49d9-9015-7aa99036dacd/'}]",Other Recreational,529cc698-08b8-4136-8f15-fb4c5f5ac823,Cap Sante,"[287088.0, 5171886.0]",UTM 19T NAD27 (assumed),"Comte Portneuf, PQ",,QC,1,,,1976-01-14,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-71.7833334, 46.6666666]"
351,351,"[{'observation_date': '1974-08-29', 'size': '', 'type': '', 'trigger': 'U', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]",Historic.  Climbers.,[],Mountaineering,2a6a7c6f-68df-4103-ad6c-99f235b552fe,Mount Weisshorn,"[616176.0, 6682959.0]",UTM 7V NAD27 (assumed),St Elias Range,,YT,2,,,1974-08-29,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
352,352,"[{'observation_date': '1974-03-30', 'size': '', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'NE', 'elevation': 2250, 'slab_width': None, 'slab_thickness': None}]","The victim was last seen by a skiing companion at the top of Brewester Chairlift between 1130 and 1200 on March 30. Later investigation indicated that the victim must have skied in a NWly direction along the bounding fence on the ridge of Lookout Mt.  At the end of the fence anatural rock obstruction diverst skiers back to the Angel run and the base station.  The victim probably skirted the obstruction to go to the cliff in order to take photos.  He may have crossed the rocks and ventured out on a cornice, which broke and fell with him, starting an avalanche on the slope below.","[{'title': 'One skier killed (p. 97)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/0fd44538-7bc1-4c80-8195-da848ad35033/'}]",Out-of-Bounds Skiing,72ed46dd-04c8-4b84-867a-8052f0cc6d07,outside Sunshine Ski Area,"[587553.0, 5659835.0]",UTM 11 NAD27 (assumed),Lookout Mtn,,AB,1,,,1974-03-30,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
353,353,"[{'observation_date': '1974-02-17', 'size': '', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'SE', 'elevation': 2260, 'slab_width': 300, 'slab_thickness': 70}]","About noon on Feb 15 three groups of skiers landed by helicopter on Mica Mountain with the intention of skiing the same SE slope as on the previous Friday.  The old tracks could still be seen.  Each group consisted of a guide and nine guests.  Guide 1 descended with his group on the NE side of the slope, entering the avalanche track about halfway down.  Towards the bottom he skied with a slower member of the group while the rest of the clients waited below and to the side.  Guide 2 entered the slope from the top corner in order to test the snow.  One skier requested permission to advance because he wanted to shoot a movie of the skiers.  After checking the slope the guide sent him down.  As the photographer set up his camera four other skiers entered the top of the path.  Suddenly the whole slope fractured around them; four skiers, the guide, and the photographer were caught in the moving snow.  As the avalanche flowed down it gathered a powder component that caught one skier of group 2 and slammed him through trees.  The powder avalanche advanced further down the slope tha the flowing part and struck Guide 1 and one of his clients.","[{'title': 'One skier killed, two skiers injured (p. 94)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/21ea450c-9ecd-4f2a-82f0-10c6a3db2cbb/'}]",Mechanized Skiing,b550ddf1-f2de-4df3-8902-54b2737d6159,Mica Mtn,"[329544.0, 5862299.0]",UTM 11 NAD27 (assumed),Cariboos,,BC,1,1.0,,1974-02-17,"Deep instablity.  Snowpack contained DH and CR's with some new snow at the top.  The bed surface was, on average 70cm below the surface and close to the ground.","{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-120.426944, 52.143611]"
354,354,"[{'observation_date': '1974-02-07', 'size': '', 'type': '', 'trigger': 'U', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]",Historic.  Climbers.,[],Mountaineering,44b9bd75-71cd-4578-baf5-a0f74b3419dd,Bonnet Plume Range,"[595182.0, 7182096.0]",UTM 8W NAD27 (assumed),,,YT,1,,,1974-02-07,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
355,355,"[{'observation_date': '1974-01-22 20:00', 'size': '', 'type': '', 'trigger': 'Na', 'aspect': 'S', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]","Between 2100h on January 21 and 0800h on January 22 40cm of snow fell in Terrace.  Due to difficult driving conditions and the inability of a snowplow to clear avalanche debris from the road, four travellers ended up at the North Route Coffee shop with the owner, his daughter, a cook and a machine operator.  Eight persons in total.  At 0800h the four guests and the short order cook were in the café, the owner, machine operator and the daughter lay sleeping.  Shortly after 0800h a loud crack was heard and suddenly all were tumbling through snow.","[{'title': 'Seven occupants pf a building killed, one rescued unharmed, building destroyed (p. 89)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/b71fc529-196d-4916-b184-073be4263dde/'}]",Inside Building,7635b3de-be52-41ed-bd21-c2b45ccbc34a,North Route Café,"[491341.0, 6026182.0]",UTM 9 NAD27 (assumed),45 km west of Terrace,,BC,7,,,1974-01-22,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
356,356,"[{'observation_date': '1973-12-09', 'size': '', 'type': '', 'trigger': 'U', 'aspect': 'W', 'elevation': 2210, 'slab_width': None, 'slab_thickness': None}]",Accident was not observed.  The victim was skiing alone on the SW ridge of Bow Summit and presumably triggered an avalanche that engulfed him and buried him.,"[{'title': 'One skier killed (p. 82)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/7d602fcd-6837-41a3-96ee-e76c023153fd/'}]",Backcountry Skiing,8a23a279-9eb0-441a-8ae5-79ecad6adc2a,Bow Summit,"[534554.0, 5727791.0]",UTM 11 NAD27 (assumed),,,AB,1,,,1973-12-09,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
357,357,"[{'observation_date': '1973-03-14 16:00', 'size': '', 'type': 'Slab', 'trigger': 'Ma', 'aspect': '', 'elevation': None, 'slab_width': 300, 'slab_thickness': 400}]","FIRST SNOWMOBILING FATALITY?  Party of six snowmobilers going to a cabin on Nine Mile Mountain.  Two snowmobilers were leading a climbing traverse below a ridge, one slightly ahead of the other.  The second noticed snow washing against his machine and also the lead machine also being washed with snow.  The second turned his machine downhill and opened the throttle, coming to a stop ontop of the snow near the edge.  He immediately went to a group of trees and began digging.  The rest of the party who were wating in a saddle near the cabin arrived and began helping.  One machine returned to the cabin to retrieve shovels and first aid equipment.","[{'title': 'One snowmobile operator killed (p. 26)', 'source': 'Stethem and Schaerer (1978); Avalanche Accidents in Canada II - A selection of Case Histories of Accidents 1943-1978', 'url': '/public/legacy_doc/38ad50ad-78af-4b1b-bc22-8827edd0cc5a/'}]",Snowmobiling,61d127d1-b55e-410a-8310-299e519fede7,Nine Mile Mountain,"[595112.0, 6134765.0]",UTM 9 NAD27 (assumed),10km NE of Hazelton,,BC,1,,,1973-03-14,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-127.498333, 55.344722]"
358,358,"[{'observation_date': '1972-04-23', 'size': '', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'N', 'elevation': 1930, 'slab_width': 60, 'slab_thickness': 40}]","At 0900h on April 23 a group of skiers left the base of Ymir Mountain by helicopter and landed below the peak at 2070m.  The group intended to ski Ymir mountain and had instructions to stay on the east side of the basin.  One member of the party who had skied the area before decided to descend with his sonc in a gully to the west of the party.  The son entered the center of the gully and his father followed in appproximately the same traverse.  Suddenl, the son noticed the snow moving under him, causing him to fall.  His ski came off, snagged a tree and the safety strap prevented him from being carried very far.  His father however, was carried past him in the moving snow, and when it came to rest was nowhere to be seen.","[{'title': 'One skier killed (p. 76)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/e3ea5479-a0de-4985-9a96-688e3ce7ae15/'}]",Backcountry Skiing,abad3126-74cb-44d9-9d91-f3ab3c548292,Apex Basin,"[491541.0, 5475636.0]",UTM 11 NAD27 (assumed),"Ymir Mtn, Nelson",,BC,1,,,1972-04-23,The avalanche was a result of a 40cm deep snowfall on a layer of SH two days before the accident and high temperatures on the day of the accident.,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
359,359,"[{'observation_date': '1972-04-08', 'size': '', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'NW', 'elevation': 1870, 'slab_width': 50, 'slab_thickness': 100}]","The accident was unobservered, but at 1810h on April 8 a man and his wife were reported missing by a friend when they failed to pickup an infant left with the mountain baby sitting service.  At 1930h two other people were reported missing by friends who said that the four missing skiers knew each other and had been seen together at 1300h in the Roundhouse area.
Eventually all victims were found in a line seperated by 2m.  It appears that they had been traversing the slope when the avalanche occurred.
At least one female in the group but unsure of the other two people who the couple met up with.",[],Out-of-Bounds Skiing,c4afc740-7e6c-41f7-afc7-5a0deeafab13,outside Whistler Mountain Ski Area,"[503579.0, 5546044.0]",UTM 10 NAD27 (assumed),Burnt Stew Basin,,BC,4,,,1972-04-08,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
360,360,"[{'observation_date': '1972-03-05', 'size': '', 'type': 'Loose', 'trigger': 'Na', 'aspect': '', 'elevation': 700, 'slab_width': None, 'slab_thickness': None}]","On the morning of March 5 the bus carrying the crew was blocked en route to the mine by an avalanche at km 5.5.  the bus returned to Hope with all but 3 passengers who had to complete urgent work at the mine.  A bulldozer cleared the road of avalanche snow and the three men followed in a pickup.  The truck waited in safe areas between avalanches while the bulldozer worked on the snow deposits, and when a stretch of road was open the truck would move to the next safe spot.  During one of these moves, at km 6.3, the truck was hit by an avalanche burying it completely.","[{'title': 'Three occupants of a vehicle killed (p. 69)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/62931f83-b552-4165-b2b0-beb8b4a77cd1/'}]",Inside Car/Truck on Road,364f8574-602a-4e88-a0fa-50160021f000,Giant Mascot Mine,"[612497.0, 5471226.0]",UTM 10 NAD27 (assumed),6 km from Hope,,BC,3,,,1972-03-05,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
361,361,"[{'observation_date': '1972-02-19 18:30', 'size': '', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'SE', 'elevation': 2800, 'slab_width': None, 'slab_thickness': None}]","A climbing party of four registered at 0800h on February 19 to ascend the East ridge of Edith Cavell, planning to return on the 20th around noon.  The party left the junction of Highway 93a and the Edith Cavell Road about 0830h , arriving at the Tea house about 1115h, by means of motor toboggans.
The group then climbed a snow headwall to the saddle at the bottom of the East Ridge and proceeded up the snow filled gully to the left of the standard East Ridge route.  Some time after 1700h, near the top of the gully, they decided to dig a snow cave and bivouac for the night.  The snowcave was almost finished when a crack was heard and the roof fell in.  The time was about 1830h.  Climber No. 1 who had been in the cave at the time of the start of the avalanche, was swept down, and after sliding and free falling came to rest on the saddle at the bottom of the gully.  Althought he was partly buried and had a broken arm, he was able to free himself and began a search for his companions.","[{'title': 'Three mountain climbers killed, one injured (p. 62)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/fae881ae-8695-4f5f-93ad-8d987de03b5e/'}]",Mountaineering,6a432a78-b07a-4565-82e1-6f6c6bb3f823,Mount Edith Cavel,"[428993.0, 8535709.0]",UTM 11 NAD27 (assumed),E ridge,,AB,3,1.0,,1972-02-19,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
362,362,"[{'observation_date': '1972-02-05', 'size': '', 'type': '', 'trigger': 'Sa', 'aspect': '', 'elevation': 170, 'slab_width': None, 'slab_thickness': None}]","At 1530h on February 5 two girls, resident of the area, left their homes to find a suitable place for tobogganning.  It appears that they were walking along the north edge of the ravine when the cornice collapsed beneath their weight.  The children dropped about 8m and were buried by the falling snow at the steep side of the ravine.","[{'title': 'Two tobogganers killed (p. 60)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/086ad01e-26fb-4ea8-b79a-725009e2ef36/'}]",Other Recreational,849cb2c8-07d1-47a9-b1f1-0028a16821f8,Highland Creek,"[648903.0, 4847621.0]",UTM 17T NAD27 (assumed),Scarborough ON,,ON,2,,,1972-02-05,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-79.1747222, 43.7891667]"
363,363,"[{'observation_date': '1971-12-24', 'size': '', 'type': 'Slab', 'trigger': 'Na', 'aspect': 'E', 'elevation': 1850, 'slab_width': None, 'slab_thickness': None}]","Accident was not observed.  It is assumed that the men were making their way along the forestry road in a pickup truck and small tractor when they encountered avalanche deposits on the road; that they investigated the deposit on foot, and that a second avalanche must have struck and swept them from the road.  When the men had not reported by Christmas Day, a party was sent to investigate.  Behind a large avlanche deposit it discovered the truck and bulldozer, both with ignition switches 'on', although the vehicles had run out of fuel.   It was concluded that the men were probably buried in one of the avalanches and search operations under the direction of the RCMP was initiated.","[{'title': 'One skier killed (p. 54)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/56701f36-c1c3-482e-bb81-0be551272418/'}]",At Outdoor Worksite,3829564c-4e28-4360-8bb8-4f9602177d4f,Fernie,"[671357.0, 5485733.0]",UTM 11 NAD27 (assumed),30 km East of Fernie,,BC,3,,,1971-12-23,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-115.062778, 49.504167]"
364,364,"[{'observation_date': '1971-12-23', 'size': '', 'type': '', 'trigger': 'U', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]",Historic.  Skier,[],Out-of-Bounds Skiing,a479fbdf-aa75-4ba6-8235-0afac01c9049,outside Granite Mountain,"[437954.0, 5438920.0]",UTM 11 NAD27 (assumed),Squaw Basin; near Rossland,,BC,1,,,1971-12-23,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
365,365,"[{'observation_date': '1971-08-11 16:00', 'size': '', 'type': 'Slab', 'trigger': 'Ni', 'aspect': 'NE', 'elevation': 3400, 'slab_width': None, 'slab_thickness': None}]","At approximately 1600 the climbers, travelling on two ropes, were about 90m above the Newton Glacier on the 750m high slope leading to Russel Col.  Hearing a loud crack the climbers looked up and saw an avalanche coming off the NE face of Mt St Elias and spreading across the slope above them.  The group attempted to dig in, but the entire party was swept away within 5 or six seconds.  When the avalanche had stopped only one climber (who was on the lead rope) and a stuffsack remained on the surface.","[{'title': 'Four climbers killed (p. 24)', 'source': 'Stethem and Schaerer (1978); Avalanche Accidents in Canada II - A selection of Case Histories of Accidents 1943-1978', 'url': '/public/legacy_doc/5f939caa-9a6a-4dfc-934c-56e8912653ac/'}]",Mountaineering,ac8456dd-59ae-42ba-a276-7d45c24532f6,Mount St. Elias,"[503685.0, 6684824.0]",UTM 7V NAD27 (assumed),Yukon,,YT,4,,,1971-08-11,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
366,366,"[{'observation_date': '1970-01-24 15:00', 'size': '', 'type': 'Slab', 'trigger': 'Sa', 'aspect': '', 'elevation': None, 'slab_width': 15, 'slab_thickness': 250}]","Three skiers from Calgary came to Westcastle in searchg of fresh powder snow.  The party was observed skiing down lift lines and was advised by the ski patrol to ski on the main runs only an dnot in the trees because the snowpack was insufficient to cover stumps and roots.  At approximately 1500h the three skiers entered the top aof an area known as Shotgun gulch and began to ski down together in the poweder snow.  Suddenly an avalanche released above them.   Two of the skiers were near the sides of the gulch and able to ski clear of the avalanche, but the third was swept down by the fast moving snow.","[{'title': 'One skier killed (p. 46)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/7d9229b4-3841-4e87-ba57-ae33443e6e12/'}]",Lift Skiing Open,d946b47f-c2d5-42b8-ac6a-3bfa29c854da,Westcastle Ski Area,"[None, None]",,,,AB,1,,,1970-01-24,"On January 10 approximately 1m of snow had accumulated at the Westcastle Ski Area.  Temperatures during the latter part of December were very low, ranging down to -30c.  The ski patrol noted that DH had formed.  On January 21 a temperature inversion was expereineced with temperatures of -23c recorded at the base and -2c at the top of the lifts 520m higher.  At approximately 0930h the ski patrol narrowly escaped three medium size natural avalanches on the upper mountain.  Because of the high hazard the lifts were closed, but no explosive control was carried out.  High winds developed that afternoon.  The day fo t he accident, January 24, was a clear day with temperature just below freezing and some good p[owerder skiin on lee slopes","{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
367,367,"[{'observation_date': '1969-12-27', 'size': '', 'type': '', 'trigger': 'U', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]",Grosse tempête; deux enfants ensevelis sur le flanc d’un terril,[],Unknown,4298a9d5-9675-4364-8a12-8b35c8bc6d7b,Thetford Mines,"[None, None]",,Mine Bell,,QC,1,1.0,,1969-12-27,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-71.3, 46.1]"
368,368,"[{'observation_date': '1969-03-23 14:30', 'size': '', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'NE', 'elevation': 2740, 'slab_width': 240, 'slab_thickness': None}]","A party of one man and two women left the Banff-Jasper highway at Hector Creek to climb Mt Hector on skis.  When the met two other skiers on the way up, the five proceeded together to the foot of the Hector Glacier.  The initial party  of three, inexperienced mountaineers, decided to stop there while the other two, experienced mountaineers continued.  The experienced skiers advised the less experienced skiers to wait for them before returning to the highway.  Disregarding the advice, the three decided to return to the valley, but on the way they deviated from their climbing route and entered an adjacent bowl.  Here the man in the party skied below a cornice at the top of the slope, starting alarge avalanche that swept him down.","[{'title': 'One skier killed (p. 41)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/e63530ff-069b-4d1b-befe-4560cd1cbcc0/'}]",Backcountry Skiing,e29ee477-b2ba-4bf2-b034-f8f368525455,Mount Hector,"[551946.0, 5714964.0]",UTM 11 NAD27 (assumed),,,AB,1,,,1969-03-23,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-116.2594444, 51.575]"
369,369,"[{'observation_date': '1968-12-15', 'size': '', 'type': '', 'trigger': 'Na', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]",2 children buried.,[],Other Recreational,c10f9665-308a-4446-8de8-83f05ec60f30,Cap-Diamant,"[None, None]",,,,QC,1,,,1968-12-15,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-68.783889, 50.013056]"
370,370,"[{'observation_date': '1967-12-09 15:00', 'size': '', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'NE', 'elevation': None, 'slab_width': 60, 'slab_thickness': None}]","Four young skiers departed from the youth hostel to hike and ski on Parker Ridge.  While returning to the hostel the party came across a small steep bowl facing NE.  The lead skier traversed the slope from right to left.  When a second skier followed his track, a slab broke above, she fell, and the slab slid over her.","[{'title': 'One skier killed (p. 39)', 'source': 'Stethem and Schaerer (1976): Avalanche Accidents in Canada I - A Selection of Case Histories of Accidents 1955-1976', 'url': '/public/legacy_doc/c63c0af1-3c4d-44eb-8f8b-9cf91b8b4d09/'}]",Backcountry Skiing,5cda4bba-c71b-4eb7-84bf-1363feb12d21,Parker Ridge,"[490884.0, 5781438.0]",UTM 11 NAD27 (assumed),,,AB,1,,,1967-12-09,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-117.0922222, 52.1808333]"
